ID;YTID;start_second;end_second;positive_labels
NA_125;l_qlZVmLVaU;36;46;no_n
NA_126;l_qlZVmLVaU;44;54;no_n
NA_127;l_qlZVmLVaU;55;65;no_n
NA_128;l_qlZVmLVaU;95;105;no_n
NA_129;l_qlZVmLVaU;106;116;no_n
NA_130;riTBHXopa1I;0;10;no_n
NA_131;riTBHXopa1I;36;46;idle_n
NA_132;riTBHXopa1I;47;57;idle_n
NA_133;riTBHXopa1I;59;69;idle_n
NA_134;riTBHXopa1I;70;80;idle_n
NA_135;riTBHXopa1I;91;101;idle_n
NA_136;riTBHXopa1I;156;166;traffic_n
NA_137;y9E9m3oZE8Y;44;54;idle_n
NA_138;ONXwQfCmNIo;0;10;no_n
NA_139;ONXwQfCmNIo;11;21;no_n
NA_140;ONXwQfCmNIo;40;50;no_n
NA_141;dBjqcvYjemw;36;46;no_n
NA_142;dBjqcvYjemw;50;60;no_n
NA_143;dBjqcvYjemw;71;81;no_n
NA_144;dBjqcvYjemw;127;137;idle_n
NA_145;dBjqcvYjemw;144;154;idle_n
NA_146;dBjqcvYjemw;170;180;idle_n
NA_147;dBjqcvYjemw;261;271;traffic_n
NA_148;IvOS6SzjPQc;0;10;traffic_n
NA_149;IvOS6SzjPQc;40;50;traffic_n
NA_150;IvOS6SzjPQc;60;70;traffic_n
NA_151;IvOS6SzjPQc;82;92;no_n
NA_152;IvOS6SzjPQc;95;105;traffic_n
NA_153;IvOS6SzjPQc;118;128;traffic_n
NA_154;IvOS6SzjPQc;129;139;idle_n
NA_155;IvOS6SzjPQc;140;150;idle_n
NA_156;IvOS6SzjPQc;163;173;traffic_n
NA_157;IvOS6SzjPQc;270;280;idle_n
NA_158;IvOS6SzjPQc;321;331;traffic_n
NA_159;tvjkg1qU7k0;18;28;no_n
NA_160;tvjkg1qU7k0;50;60;no_n
NA_161;2OCEuT38vGY;30;40;no_n
NA_162;2OCEuT38vGY;42;52;no_n
NA_163;2OCEuT38vGY;80;90;no_n
NA_164;2OCEuT38vGY;92;102;traffic_n
NA_165;2OCEuT38vGY;103;113;idle_n
NA_166;2OCEuT38vGY;120;130;idle_n
NA_167;2OCEuT38vGY;131;141;no_n
NA_168;2OCEuT38vGY;151;161;no_n
NA_169;2OCEuT38vGY;174;184;idle_n
NA_170;2OCEuT38vGY;238;248;traffic_n
NA_171;H6ou1z6WlCk;36;46;no_n
NA_172;H6ou1z6WlCk;50;60;no_n
NA_173;H6ou1z6WlCk;63;73;no_n
NA_174;H6ou1z6WlCk;90;100;no_n
NA_175;H6ou1z6WlCk;175;185;no_n
NA_176;H6ou1z6WlCk;196;206;no_n
NA_177;8HYK-UxzafM;0;10;no_n
NA_178;8HYK-UxzafM;11;21;no_n
NA_179;DPieXvGRvzs;47;57;no_n
NA_180;DPieXvGRvzs;70;80;traffic_n
NA_181;DPieXvGRvzs;81;91;traffic_n
NA_182;2YB52KXMDR0;20;30;no_n
NA_183;2YB52KXMDR0;49;59;no_n
NA_184;6WdQmL0mErU;35;45;no_n
NA_185;Ejo12lKq4xI;0;10;no_n
NA_186;Ejo12lKq4xI;12;22;no_n
NA_187;Ejo12lKq4xI;25;35;no_n
NA_188;cr1M-euiku4;47;57;no_n
NA_189;cr1M-euiku4;62;72;no_n
NA_190;ePfxJj7duX4;7;17;traffic_n
NA_191;ePfxJj7duX4;43;53;no_n
NA_192;ePfxJj7duX4;56;66;no_n
NA_193;TctWyp3MVLU;6;16;no_n
NA_194;TctWyp3MVLU;20;30;idle_n
NA_195;TctWyp3MVLU;125;135;traffic_n
NA_196;5b1SWL5eAjQ;0;10;no_n
NA_197;5b1SWL5eAjQ;25;35;no_n
NA_198;5b1SWL5eAjQ;36;46;idle_n
NA_199;5b1SWL5eAjQ;77;87;traffic_n
NA_200;gBg4jynsqZA;40;50;no_n
NA_201;gBg4jynsqZA;51;61;no_n
NA_202;gBg4jynsqZA;62;72;no_n
NA_203;gBg4jynsqZA;70;80;no_n
NA_204;gBg4jynsqZA;167;177;traffic_n
NA_205;3xIW7Q8zZz4;36;46;no_n
NA_206;3xIW7Q8zZz4;50;60;idle_n
NA_207;3xIW7Q8zZz4;61;71;idle_n
NA_208;3xIW7Q8zZz4;98;108;idle_n
NA_209;3xIW7Q8zZz4;109;119;idle_n
NA_210;3xIW7Q8zZz4;141;151;traffic_n
NA_211;HIY-AqgLuz8;52;62;no_n
NA_212;HIY-AqgLuz8;70;80;no_n
NA_213;HIY-AqgLuz8;158;168;no_n
NA_214;HIY-AqgLuz8;189;199;traffic_n
NA_215;HIY-AqgLuz8;200;210;traffic_n
NA_216;HIY-AqgLuz8;286;296;traffic_n
NA_217;HIY-AqgLuz8;360;370;no_n
NA_218;HIY-AqgLuz8;388;398;traffic_n
NA_219;HIY-AqgLuz8;602;612;traffic_n
NA_220;HIY-AqgLuz8;701;711;traffic_n
NA_221;C9zYngv_hNU;25;35;no_n
NA_222;C9zYngv_hNU;37;47;no_n
NA_223;C9zYngv_hNU;68;78;idle_n
NA_224;uW7kluB3gO4;40;50;no_n
NA_225;uW7kluB3gO4;52;62;no_n
NA_226;uW7kluB3gO4;77;87;no_n
NA_227;uW7kluB3gO4;90;100;no_n
NA_228;s2upi3y_vX8;0;10;no_n
NA_229;s2upi3y_vX8;51;61;no_n
NA_230;s2upi3y_vX8;75;85;no_n
NA_231;DqRaHAmQky8;52;62;idle_n
NA_232;DqRaHAmQky8;63;73;no_n
NA_233;DqRaHAmQky8;110;120;traffic_n
NA_234;DqRaHAmQky8;158;168;idle_n
NA_235;bdhOuNEODAw;4;14;no_n
NA_236;bdhOuNEODAw;85;95;no_n
NA_237;bvx4zQW-y4g;27;37;idle_n
NA_238;bvx4zQW-y4g;38;48;idle_n
NA_239;bvx4zQW-y4g;98;108;idle_n
NA_240;bvx4zQW-y4g;135;145;idle_n
NA_241;bvx4zQW-y4g;322;332;traffic_n
NA_242;tZv9shKirgQ;38;48;no_n
NA_243;tZv9shKirgQ;170;180;idle_n
NA_244;tZv9shKirgQ;335;345;traffic_n
NA_245;nAqkkirinUk;35;45;traffic_n
NA_246;nAqkkirinUk;60;70;idle_n
NA_247;nAqkkirinUk;111;121;traffic_n
NA_248;WlIPvvvmbA8;55;65;traffic_n
NA_249;WlIPvvvmbA8;66;76;idle_n
NA_250;WlIPvvvmbA8;338;348;traffic_n
NA_251;_frqHVgJLIo;70;80;traffic_n
NA_252;_frqHVgJLIo;81;91;traffic_n
NA_253;_frqHVgJLIo;94;104;traffic_n
NA_254;_frqHVgJLIo;106;116;idle_n
NA_255;_frqHVgJLIo;133;143;traffic_n
NA_256;_frqHVgJLIo;158;168;no_n
NA_257;_frqHVgJLIo;169;179;traffic_n
NA_258;_frqHVgJLIo;197;207;idle_n
NA_259;_frqHVgJLIo;208;218;traffic_n
NA_260;_frqHVgJLIo;219;229;traffic_n
NA_261;_frqHVgJLIo;237;247;no_n
NA_262;_frqHVgJLIo;251;261;no_n
NA_263;_frqHVgJLIo;270;280;no_n
NA_264;_frqHVgJLIo;291;301;traffic_n
NA_265;fEhZXqiYghQ;0;10;no_n
NA_266;fEhZXqiYghQ;11;21;traffic_n
NA_267;fEhZXqiYghQ;164;174;traffic_n
NA_268;IBqf-HDIpDo;0;10;no_n
NA_269;IBqf-HDIpDo;41;51;traffic_n
NA_270;IBqf-HDIpDo;56;66;no_n
NA_271;bvEu51IZykU;0;10;traffic_n
NA_272;bvEu51IZykU;11;21;idle_n
NA_273;bvEu51IZykU;22;32;traffic_n
NA_274;bvEu51IZykU;58;68;no_n
NA_275;bvEu51IZykU;72;82;no_n
NA_276;bvEu51IZykU;83;93;no_n
NA_277;bvEu51IZykU;175;185;traffic_n
NA_278;y3G-rN6nC9w;3;13;traffic_n
NA_279;y3G-rN6nC9w;86;96;traffic_n
NA_280;y3G-rN6nC9w;97;107;traffic_n
NA_281;y3G-rN6nC9w;108;118;traffic_n
NA_282;xWQCjyZQIbc;129;139;traffic_n
NA_283;CKU1tgOgLrk;5;15;no_n
NA_284;CKU1tgOgLrk;39;49;idle_n
NA_285;CKU1tgOgLrk;98;108;idle_n
NA_286;CKU1tgOgLrk;164;174;traffic_n
NA_287;fw3xaY5htKo;30;40;no_n
NA_288;fw3xaY5htKo;80;90;no_n
NA_289;fw3xaY5htKo;100;110;no_n
NA_290;fw3xaY5htKo;159;169;no_n
NA_291;3dL3-06QJU0;135;145;no_n
NA_292;3dL3-06QJU0;147;157;no_n
NA_293;3dL3-06QJU0;162;172;no_n
NA_294;3dL3-06QJU0;235;245;no_n
NA_295;3dL3-06QJU0;246;256;no_n
NA_296;3dL3-06QJU0;260;270;no_n
NA_297;3dL3-06QJU0;271;281;no_n
NA_298;dVB0dN6Zmfo;0;10;traffic_n
NA_299;dVB0dN6Zmfo;14;24;traffic_n
NA_300;dVB0dN6Zmfo;26;36;traffic_n
NA_301;dVB0dN6Zmfo;45;55;traffic_n
NA_302;dVB0dN6Zmfo;59;69;traffic_n
NA_303;dVB0dN6Zmfo;76;86;traffic_n
NA_304;dVB0dN6Zmfo;100;110;traffic_n
NA_305;dVB0dN6Zmfo;117;127;traffic_n
NA_306;dVB0dN6Zmfo;240;250;traffic_n
NA_307;dVB0dN6Zmfo;255;265;traffic_n
NA_308;dVB0dN6Zmfo;310;320;traffic_n
NA_309;dVB0dN6Zmfo;321;331;traffic_n
NA_310;dVB0dN6Zmfo;334;344;traffic_n
NA_311;dVB0dN6Zmfo;371;381;traffic_n
NA_312;dVB0dN6Zmfo;382;392;traffic_n
NA_313;dVB0dN6Zmfo;393;403;traffic_n
NA_314;dVB0dN6Zmfo;467;477;traffic_n
NA_315;dVB0dN6Zmfo;487;497;traffic_n
NA_316;dVB0dN6Zmfo;510;520;traffic_n
NA_317;dVB0dN6Zmfo;530;540;traffic_n
NA_318;dVB0dN6Zmfo;555;565;traffic_n
NA_319;dVB0dN6Zmfo;566;576;traffic_n
NA_320;dVB0dN6Zmfo;590;600;traffic_n
NA_321;dVB0dN6Zmfo;633;643;traffic_n
NA_322;dVB0dN6Zmfo;647;657;traffic_n
NA_323;dVB0dN6Zmfo;740;750;traffic_n
NA_324;dVB0dN6Zmfo;755;765;traffic_n
NA_325;dVB0dN6Zmfo;815;825;traffic_n
NA_326;dVB0dN6Zmfo;842;852;traffic_n
NA_327;dVB0dN6Zmfo;865;875;traffic_n
NA_328;dVB0dN6Zmfo;903;913;traffic_n
NA_329;dVB0dN6Zmfo;1180;1190;traffic_n
NA_330;dVB0dN6Zmfo;1200;1210;traffic_n
NA_331;dVB0dN6Zmfo;1405;1415;traffic_n
NA_332;dVB0dN6Zmfo;1560;1570;traffic_n
NA_333;dVB0dN6Zmfo;1660;1670;traffic_n
NA_334;hQM4AqzITKY;80;90;no_n
NA_335;hQM4AqzITKY;100;110;no_n
NA_336;hQM4AqzITKY;120;130;no_n
NA_337;hQM4AqzITKY;140;150;no_n
NA_338;hQM4AqzITKY;220;230;no_n
NA_339;HaMJnObLD3A;40;50;no_n
NA_340;HaMJnObLD3A;51;61;no_n
NA_341;HaMJnObLD3A;80;90;no_n
NA_342;HaMJnObLD3A;110;120;no_n
NA_343;H9iCLbp92qs;74;84;no_n
NA_344;grBELrmgXU8;35;45;idle_n
NA_345;grBELrmgXU8;47;57;idle_n
NA_346;grBELrmgXU8;72;82;idle_n
NA_347;CJL7DuT4YmY;52;62;no_n
NA_348;CJL7DuT4YmY;63;73;no_n
NA_349;CJL7DuT4YmY;95;105;no_n
NA_350;CJL7DuT4YmY;107;117;no_n
